date,PM2.5,O3,day_of_year
2014-06-14,26.791666666666668,128.79166666666666,165
2014-06-15,77.41666666666667,157.125,166
2014-06-16,85.125,143.75,167
2014-06-17,58.208333333333336,128.125,168
2014-06-18,48.520833333333336,92.02083333333333,169
2014-06-19,98.04166666666667,119.29166666666667,170
2014-06-20,59.788043478260875,34.78442028985507,171
2014-06-21,82.0036231884058,77.6322463768116,172
2014-06-22,22.25,94.20833333333333,173
2014-06-23,18.708333333333332,91.04166666666667,174
2014-06-24,41.8125,149.58333333333334,175
2014-06-25,101.5,107.04166666666667,176
2014-06-26,99.625,106.08333333333333,177
2014-06-27,10.416666666666666,87.95833333333333,178
2014-06-28,14.541666666666666,88.20833333333333,179
2014-06-29,32.416666666666664,137.625,180
2014-06-30,68.16666666666667,172.33333333333334,181
2014-07-01,101.79166666666667,153.875,182
2014-07-02,55.208333333333336,111.83333333333333,183
2014-07-03,189.75,97.75,184
2014-07-04,167.125,121.45833333333333,185
2014-07-05,141.58333333333334,130.33333333333334,186
2014-07-06,222.25,141.75,187
2014-07-07,161.04166666666666,129.95833333333334,188
2014-07-08,81.29166666666667,91.41666666666667,189
2014-07-09,23.25,62.458333333333336,190
2014-07-10,24.166666666666668,105.95833333333333,191
2014-07-11,16.166666666666668,80.95833333333333,192
2014-07-12,8.541666666666666,106.83333333333333,193
2014-07-13,10.458333333333334,79.08333333333333,194
2014-07-14,20.875,118.70833333333333,195
2014-07-15,38.0,138.66666666666666,196
2014-07-16,84.83333333333333,109.04166666666667,197
2014-07-17,116.20833333333333,87.95833333333333,198
2014-07-18,157.125,157.83333333333334,199
2014-07-19,109.91666666666667,125.91666666666667,200
2014-07-20,71.58333333333333,119.54166666666667,201
2014-07-21,25.583333333333332,70.5,202
2014-07-22,9.375,45.041666666666664,203
2014-07-23,16.666666666666668,62.833333333333336,204
2014-07-24,50.458333333333336,62.833333333333336,205
2014-07-25,43.15913120567376,130.16666666666666,206
2014-07-26,27.569148936170212,186.91666666666666,207
2014-07-27,23.739361702127656,182.875,208
2014-07-28,19.909574468085108,182.3125,209
2014-07-29,57.31028368794326,153.08333333333334,210
2014-07-30,106.25,125.5,211
2014-07-31,204.875,128.66666666666666,212
2014-08-01,169.70833333333334,124.29166666666667,213
2014-08-02,138.41666666666666,139.66666666666666,214
2014-08-03,108.5,108.04166666666667,215
2014-08-04,23.041666666666668,44.041666666666664,216
2014-08-05,28.833333333333332,71.16666666666667,217
2014-08-06,19.666666666666668,81.75,218
2014-08-07,40.375,143.75,219
2014-08-08,63.916666666666664,132.41666666666666,220
2014-08-09,77.625,137.08333333333334,221
2014-08-10,22.958333333333332,108.5,222
2014-08-11,11.5,95.66666666666667,223
2014-08-12,17.708333333333332,106.875,224
2014-08-13,32.291666666666664,57.15416666666667,225
2014-08-14,28.083333333333332,75.79166666666667,226
2014-08-15,25.333333333333332,98.25,227
2014-08-16,39.204166666666666,142.6625,228
2014-08-17,74.0,152.5,229
2014-08-18,57.416666666666664,151.58333333333334,230
2014-08-19,82.79166666666667,150.125,231
2014-08-20,107.54166666666667,163.15833333333333,232
2014-08-21,120.58333333333333,133.83333333333334,233
2014-08-22,35.833333333333336,65.08333333333333,234
2014-08-23,64.58333333333333,114.16666666666667,235
2014-08-24,10.125,71.66666666666667,236
2014-08-25,12.083333333333334,76.20833333333333,237
2014-08-26,16.75,84.0,238
2014-08-27,39.083333333333336,138.70833333333334,239
2014-08-28,68.39166666666667,120.32083333333333,240
2014-08-29,65.95833333333333,125.45833333333333,241
2014-08-30,115.75,62.833333333333336,242
2014-08-31,35.0,101.58333333333333,243
2014-09-01,76.35416666666667,79.07083333333334,244
2014-09-02,16.583333333333332,41.625,245
2014-09-03,14.333333333333334,69.70833333333333,246
2014-09-04,39.375,75.5,247
2014-09-05,79.83333333333333,141.41666666666666,248
2014-09-06,138.91666666666666,130.25,249
2014-09-07,152.58333333333334,105.33333333333333,250
2014-09-08,7.958333333333333,77.58333333333333,251
2014-09-09,27.25,110.79166666666667,252
2014-09-10,60.375,113.95833333333333,253
2014-09-11,68.58333333333333,87.625,254
2014-09-12,87.25,53.458333333333336,255
2014-09-13,78.95833333333333,74.0,256
2014-09-14,25.375,51.75,257
2014-09-15,12.208333333333334,46.416666666666664,258
2014-09-16,22.875,37.666666666666664,259
2014-09-17,80.45833333333333,37.416666666666664,260
2014-09-18,61.708333333333336,69.83333333333333,261
2014-09-19,73.79166666666667,72.75,262
2014-09-20,94.83333333333333,103.5,263
2014-09-21,95.70833333333333,76.83333333333333,264
2014-09-22,87.04166666666667,36.166666666666664,265
2014-09-23,35.041666666666664,16.458333333333332,266
2014-09-24,25.125,44.916666666666664,267
2014-09-25,89.5,40.625,268
2014-09-26,113.79166666666667,21.333333333333332,269
2014-09-27,15.25,64.16666666666667,270
2014-09-28,59.0,21.375,271
2014-09-29,48.791666666666664,36.333333333333336,272
2014-09-30,23.708333333333332,22.208333333333332,273
2014-10-01,58.5,5.5,274
2014-10-02,42.791666666666664,17.875,275
2014-10-03,75.45833333333333,14.958333333333334,276
2014-10-04,80.5,38.25,277
2014-10-05,23.125,45.958333333333336,278
2014-10-06,24.875,42.791666666666664,279
2014-10-07,93.75,57.375,280
2014-10-08,246.54166666666666,63.875,281
2014-10-09,356.875,47.583333333333336,282
2014-10-10,344.0416666666667,56.458333333333336,283
2014-10-11,219.125,46.291666666666664,284
2014-10-12,5.625,46.916666666666664,285
2014-10-13,12.416666666666666,40.791666666666664,286
2014-10-14,35.875,30.208333333333332,287
2014-10-15,25.375,44.375,288
2014-10-16,27.25,36.833333333333336,289
2014-10-17,79.58333333333333,28.291666666666668,290
2014-10-18,108.95833333333333,49.916666666666664,291
2014-10-19,271.4791666666667,29.916666666666668,292
2014-10-20,252.45833333333334,13.726449275362318,293
2014-10-21,43.625,30.065217391304348,294
2014-10-22,74.45833333333333,7.416666666666667,295
2014-10-23,134.54166666666666,20.375,296
2014-10-24,214.77083333333334,44.833333333333336,297
2014-10-25,279.8333333333333,37.75,298
2014-10-26,48.791666666666664,25.083333333333332,299
2014-10-27,30.958333333333332,9.729166666666666,300
2014-10-28,68.33333333333333,5.041666666666667,301
2014-10-29,92.0625,19.75,302
2014-10-30,154.375,7.041666666666667,303
2014-10-31,144.08333333333334,7.75,304
2014-11-01,26.375,24.458333333333332,305
2014-11-02,9.7875,40.97083333333333,306
2014-11-03,17.979166666666668,41.625,307
2014-11-04,78.54166666666667,42.583333333333336,308
2014-11-05,51.458333333333336,39.5,309
2014-11-06,8.958333333333334,58.333333333333336,310
2014-11-07,39.458333333333336,17.083333333333332,311
2014-11-08,69.95833333333333,30.375,312
2014-11-09,65.83333333333333,32.416666666666664,313
2014-11-10,74.16666666666667,21.291666666666668,314
2014-11-11,27.25,42.291666666666664,315
2014-11-12,7.5,63.166666666666664,316
2014-11-13,18.75,36.208333333333336,317
2014-11-14,27.083333333333332,25.583333333333332,318
2014-11-15,93.70833333333333,7.333333333333333,319
2014-11-16,47.0,30.083333333333332,320
2014-11-17,22.291666666666668,37.916666666666664,321
2014-11-18,85.75,8.208333333333334,322
2014-11-19,185.79166666666666,5.75,323
2014-11-20,267.5833333333333,9.416666666666666,324
2014-11-21,133.20833333333334,20.166666666666668,325
2014-11-22,32.708333333333336,25.708333333333332,326
2014-11-23,122.70833333333333,2.875,327
2014-11-24,48.083333333333336,21.166666666666668,328
2014-11-25,117.83333333333333,3.875,329
2014-11-26,231.33333333333334,7.708333333333333,330
2014-11-27,63.958333333333336,33.416666666666664,331
2014-11-28,76.125,8.166666666666666,332
2014-11-29,174.375,2.0,333
2014-11-30,79.25,44.333333333333336,334
2014-12-01,13.75,45.125,335
2014-12-02,33.375,27.666666666666668,336
2014-12-03,13.541666666666666,43.791666666666664,337
2014-12-04,10.875,48.333333333333336,338
2014-12-05,17.291666666666668,41.645833333333336,339
2014-12-06,85.27083333333333,13.6875,340
2014-12-07,53.708333333333336,20.833333333333332,341
2014-12-08,52.458333333333336,25.458333333333332,342
2014-12-09,166.66666666666666,3.4166666666666665,343
2014-12-10,118.29166666666667,36.875,344
2014-12-11,17.333333333333332,52.291666666666664,345
2014-12-12,14.958333333333334,41.416666666666664,346
2014-12-13,35.375,25.916666666666668,347
2014-12-14,67.875,18.458333333333332,348
2014-12-15,49.625,36.25,349
2014-12-16,9.833333333333334,41.416666666666664,350
2014-12-17,66.95833333333333,15.416666666666666,351
2014-12-18,126.54166666666667,9.285714285714286,352
2014-12-19,42.583333333333336,42.047619047619044,353
2014-12-20,14.458333333333334,25.541666666666668,354
2014-12-21,18.75,27.708333333333332,355
2014-12-22,29.916666666666668,34.4375,356
2014-12-23,94.77083333333333,20.1875,357
2014-12-24,15.875,35.916666666666664,358
2014-12-25,19.416666666666668,35.916666666666664,359
2014-12-26,90.04166666666667,5.166666666666667,360
2014-12-27,179.125,3.3333333333333335,361
2014-12-28,74.85416666666667,22.333333333333332,362
2014-12-29,61.625,22.416666666666668,363
2014-12-30,15.375,37.583333333333336,364
2014-12-31,9.416666666666666,41.791666666666664,365
